race_name,Driver,LapNumber,Stint,Compound,New,TyresNotChanged,LapInStint
Bahrain_Grand_Prix,1,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,1,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,1,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,1,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,1,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,1,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,1,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,1,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,1,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,1,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,1,11,0,SOFT,False,1,11.0
Bahrain_Grand_Prix,1,12,0,SOFT,False,1,12.0
Bahrain_Grand_Prix,1,13,0,SOFT,False,1,13.0
Bahrain_Grand_Prix,1,14,0,SOFT,False,1,14.0
Bahrain_Grand_Prix,1,15,0,SOFT,False,1,15.0
Bahrain_Grand_Prix,1,16,1,SOFT,True,0,3.0
Bahrain_Grand_Prix,1,17,1,HARD,False,1,1.0
Bahrain_Grand_Prix,1,18,1,HARD,False,1,2.0
Bahrain_Grand_Prix,1,19,1,HARD,False,1,3.0
Bahrain_Grand_Prix,1,20,1,HARD,False,1,4.0
Bahrain_Grand_Prix,1,21,1,HARD,False,1,5.0
Bahrain_Grand_Prix,1,22,1,HARD,False,1,6.0
Bahrain_Grand_Prix,1,23,1,HARD,False,1,7.0
Bahrain_Grand_Prix,1,24,1,HARD,False,1,8.0
Bahrain_Grand_Prix,1,25,1,HARD,False,1,9.0
Bahrain_Grand_Prix,1,26,1,HARD,False,1,10.0
Bahrain_Grand_Prix,1,27,1,HARD,False,1,11.0
Bahrain_Grand_Prix,1,28,1,HARD,False,1,12.0
Bahrain_Grand_Prix,1,29,1,HARD,False,1,13.0
Bahrain_Grand_Prix,1,30,1,HARD,False,1,14.0
Bahrain_Grand_Prix,1,31,1,HARD,False,1,15.0
Bahrain_Grand_Prix,1,32,1,HARD,False,1,16.0
Bahrain_Grand_Prix,1,33,1,HARD,False,1,17.0
Bahrain_Grand_Prix,1,34,1,HARD,False,1,18.0
Bahrain_Grand_Prix,1,35,1,HARD,False,1,19.0
Bahrain_Grand_Prix,1,36,1,HARD,False,1,20.0
Bahrain_Grand_Prix,1,37,1,HARD,False,1,21.0
Bahrain_Grand_Prix,1,38,1,HARD,False,1,22.0
Bahrain_Grand_Prix,1,39,1,HARD,False,1,23.0
Bahrain_Grand_Prix,1,40,2,HARD,True,1,1.0
Bahrain_Grand_Prix,1,41,2,HARD,False,1,2.0
Bahrain_Grand_Prix,1,42,2,HARD,False,1,3.0
Bahrain_Grand_Prix,1,43,2,HARD,False,1,4.0
Bahrain_Grand_Prix,1,44,2,HARD,False,1,5.0
Bahrain_Grand_Prix,1,45,2,HARD,False,1,6.0
Bahrain_Grand_Prix,1,46,2,HARD,False,1,7.0
Bahrain_Grand_Prix,1,47,2,HARD,False,1,8.0
Bahrain_Grand_Prix,1,48,2,HARD,False,1,9.0
Bahrain_Grand_Prix,1,49,2,HARD,False,1,10.0
Bahrain_Grand_Prix,1,50,2,HARD,False,1,11.0
Bahrain_Grand_Prix,1,51,2,HARD,False,1,12.0
Bahrain_Grand_Prix,1,52,2,HARD,False,1,13.0
Bahrain_Grand_Prix,1,53,2,HARD,False,1,14.0
Bahrain_Grand_Prix,1,54,2,HARD,False,1,15.0
Bahrain_Grand_Prix,1,55,2,HARD,False,1,16.0
Bahrain_Grand_Prix,1,56,2,HARD,False,1,17.0
Bahrain_Grand_Prix,1,57,2,HARD,False,1,18.0
Bahrain_Grand_Prix,1,58,2,HARD,False,1,19.0
Bahrain_Grand_Prix,1,59,2,HARD,False,1,20.0
Bahrain_Grand_Prix,1,60,2,HARD,False,1,21.0
Bahrain_Grand_Prix,1,61,2,HARD,False,1,22.0
Bahrain_Grand_Prix,10,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,10,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,10,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,10,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,10,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,10,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,10,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,10,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,10,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,10,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,10,11,1,HARD,True,0,1.0
Bahrain_Grand_Prix,10,12,1,HARD,False,1,2.0
Bahrain_Grand_Prix,10,13,1,HARD,False,1,3.0
Bahrain_Grand_Prix,10,14,1,HARD,False,1,4.0
Bahrain_Grand_Prix,10,15,1,HARD,False,1,5.0
Bahrain_Grand_Prix,10,16,1,HARD,False,1,6.0
Bahrain_Grand_Prix,10,17,1,HARD,False,1,7.0
Bahrain_Grand_Prix,10,18,1,HARD,False,1,8.0
Bahrain_Grand_Prix,10,19,1,HARD,False,1,9.0
Bahrain_Grand_Prix,10,20,1,HARD,False,1,10.0
Bahrain_Grand_Prix,10,21,1,HARD,False,1,11.0
Bahrain_Grand_Prix,10,22,1,HARD,False,1,12.0
Bahrain_Grand_Prix,10,23,1,HARD,False,1,13.0
Bahrain_Grand_Prix,10,24,1,HARD,False,1,14.0
Bahrain_Grand_Prix,10,25,1,HARD,False,1,15.0
Bahrain_Grand_Prix,10,26,1,HARD,False,1,16.0
Bahrain_Grand_Prix,10,27,1,HARD,False,1,17.0
Bahrain_Grand_Prix,10,28,2,HARD,True,0,1.0
Bahrain_Grand_Prix,10,29,2,HARD,False,1,2.0
Bahrain_Grand_Prix,10,30,2,HARD,False,1,3.0
Bahrain_Grand_Prix,10,31,2,HARD,False,1,4.0
Bahrain_Grand_Prix,10,32,2,HARD,False,1,5.0
Bahrain_Grand_Prix,10,33,2,HARD,False,1,6.0
Bahrain_Grand_Prix,10,34,2,HARD,False,1,7.0
Bahrain_Grand_Prix,10,35,2,HARD,False,1,8.0
Bahrain_Grand_Prix,10,36,2,HARD,False,1,9.0
Bahrain_Grand_Prix,10,37,2,HARD,False,1,10.0
Bahrain_Grand_Prix,10,38,2,HARD,False,1,11.0
Bahrain_Grand_Prix,10,39,2,HARD,False,1,12.0
Bahrain_Grand_Prix,10,40,2,HARD,False,1,13.0
Bahrain_Grand_Prix,10,41,2,HARD,False,1,14.0
Bahrain_Grand_Prix,10,42,2,HARD,False,1,15.0
Bahrain_Grand_Prix,10,43,2,HARD,False,1,16.0
Bahrain_Grand_Prix,10,44,3,SOFT,True,0,1.0
Bahrain_Grand_Prix,10,45,3,SOFT,False,1,2.0
Bahrain_Grand_Prix,10,46,3,SOFT,False,1,3.0
Bahrain_Grand_Prix,10,47,3,SOFT,False,1,4.0
Bahrain_Grand_Prix,10,48,3,SOFT,False,1,5.0
Bahrain_Grand_Prix,10,49,3,SOFT,False,1,6.0
Bahrain_Grand_Prix,10,50,3,SOFT,False,1,7.0
Bahrain_Grand_Prix,10,51,3,SOFT,False,1,8.0
Bahrain_Grand_Prix,10,52,3,SOFT,False,1,9.0
Bahrain_Grand_Prix,10,53,3,SOFT,False,1,10.0
Bahrain_Grand_Prix,10,54,3,SOFT,False,1,11.0
Bahrain_Grand_Prix,10,55,3,SOFT,False,1,12.0
Bahrain_Grand_Prix,10,56,3,SOFT,False,1,13.0
Bahrain_Grand_Prix,10,57,3,SOFT,False,1,14.0
Bahrain_Grand_Prix,10,58,3,SOFT,False,1,15.0
Bahrain_Grand_Prix,10,59,3,SOFT,False,1,16.0
Bahrain_Grand_Prix,10,60,3,SOFT,False,1,17.0
Bahrain_Grand_Prix,10,61,3,SOFT,False,1,18.0
Bahrain_Grand_Prix,11,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,11,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,11,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,11,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,11,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,11,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,11,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,11,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,11,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,11,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,11,11,0,SOFT,False,1,11.0
Bahrain_Grand_Prix,11,12,0,SOFT,False,1,12.0
Bahrain_Grand_Prix,11,13,0,SOFT,False,1,13.0
Bahrain_Grand_Prix,11,14,0,SOFT,False,1,14.0
Bahrain_Grand_Prix,11,15,0,SOFT,False,1,15.0
Bahrain_Grand_Prix,11,16,0,SOFT,False,1,16.0
Bahrain_Grand_Prix,11,17,0,SOFT,False,1,17.0
Bahrain_Grand_Prix,11,18,0,SOFT,False,1,18.0
Bahrain_Grand_Prix,11,19,1,SOFT,True,0,1.0
Bahrain_Grand_Prix,11,20,1,SOFT,False,1,2.0
Bahrain_Grand_Prix,11,21,1,SOFT,False,1,3.0
Bahrain_Grand_Prix,11,22,1,SOFT,False,1,4.0
Bahrain_Grand_Prix,11,23,1,SOFT,False,1,5.0
Bahrain_Grand_Prix,11,24,1,SOFT,False,1,6.0
Bahrain_Grand_Prix,11,25,1,SOFT,False,1,7.0
Bahrain_Grand_Prix,11,26,1,SOFT,False,1,8.0
Bahrain_Grand_Prix,11,27,1,SOFT,False,1,9.0
Bahrain_Grand_Prix,11,28,1,SOFT,False,1,10.0
Bahrain_Grand_Prix,11,29,1,SOFT,False,1,11.0
Bahrain_Grand_Prix,11,30,1,SOFT,False,1,12.0
Bahrain_Grand_Prix,11,31,1,SOFT,False,1,13.0
Bahrain_Grand_Prix,11,32,1,SOFT,False,1,14.0
Bahrain_Grand_Prix,11,33,1,SOFT,False,1,15.0
Bahrain_Grand_Prix,11,34,1,SOFT,False,1,16.0
Bahrain_Grand_Prix,11,35,1,SOFT,False,1,17.0
Bahrain_Grand_Prix,11,36,1,SOFT,False,1,18.0
Bahrain_Grand_Prix,11,37,2,HARD,True,0,1.0
Bahrain_Grand_Prix,11,38,2,HARD,False,1,2.0
Bahrain_Grand_Prix,11,39,2,HARD,False,1,3.0
Bahrain_Grand_Prix,11,40,2,HARD,False,1,4.0
Bahrain_Grand_Prix,11,41,2,HARD,False,1,5.0
Bahrain_Grand_Prix,11,42,2,HARD,False,1,6.0
Bahrain_Grand_Prix,11,43,2,HARD,False,1,7.0
Bahrain_Grand_Prix,11,44,2,HARD,False,1,8.0
Bahrain_Grand_Prix,11,45,2,HARD,False,1,9.0
Bahrain_Grand_Prix,11,46,2,HARD,False,1,10.0
Bahrain_Grand_Prix,11,47,2,HARD,False,1,11.0
Bahrain_Grand_Prix,11,48,2,HARD,False,1,12.0
Bahrain_Grand_Prix,11,49,2,HARD,False,1,13.0
Bahrain_Grand_Prix,11,50,2,HARD,False,1,14.0
Bahrain_Grand_Prix,11,51,2,HARD,False,1,15.0
Bahrain_Grand_Prix,11,52,2,HARD,False,1,16.0
Bahrain_Grand_Prix,11,53,2,HARD,False,1,17.0
Bahrain_Grand_Prix,11,54,2,HARD,False,1,18.0
Bahrain_Grand_Prix,11,55,2,HARD,False,1,19.0
Bahrain_Grand_Prix,11,56,2,HARD,False,1,20.0
Bahrain_Grand_Prix,11,57,2,HARD,False,1,21.0
Bahrain_Grand_Prix,11,58,2,HARD,False,1,22.0
Bahrain_Grand_Prix,11,59,2,HARD,False,1,23.0
Bahrain_Grand_Prix,11,60,2,HARD,False,1,24.0
Bahrain_Grand_Prix,14,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,14,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,14,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,14,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,14,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,14,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,14,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,14,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,14,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,14,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,14,11,0,SOFT,False,1,11.0
Bahrain_Grand_Prix,14,12,0,SOFT,False,1,12.0
Bahrain_Grand_Prix,14,13,0,SOFT,False,1,13.0
Bahrain_Grand_Prix,14,14,0,SOFT,False,1,14.0
Bahrain_Grand_Prix,14,15,0,SOFT,False,1,15.0
Bahrain_Grand_Prix,14,16,1,HARD,True,0,1.0
Bahrain_Grand_Prix,14,17,1,HARD,False,1,2.0
Bahrain_Grand_Prix,14,18,1,HARD,False,1,3.0
Bahrain_Grand_Prix,14,19,1,HARD,False,1,4.0
Bahrain_Grand_Prix,14,20,1,HARD,False,1,5.0
Bahrain_Grand_Prix,14,21,1,HARD,False,1,6.0
Bahrain_Grand_Prix,14,22,1,HARD,False,1,7.0
Bahrain_Grand_Prix,14,23,1,HARD,False,1,8.0
Bahrain_Grand_Prix,14,24,1,HARD,False,1,9.0
Bahrain_Grand_Prix,14,25,1,HARD,False,1,10.0
Bahrain_Grand_Prix,14,26,1,HARD,False,1,11.0
Bahrain_Grand_Prix,14,27,1,HARD,False,1,12.0
Bahrain_Grand_Prix,14,28,1,HARD,False,1,13.0
Bahrain_Grand_Prix,14,29,1,HARD,False,1,14.0
Bahrain_Grand_Prix,14,30,1,HARD,False,1,15.0
Bahrain_Grand_Prix,14,31,1,HARD,False,1,16.0
Bahrain_Grand_Prix,14,32,1,HARD,False,1,17.0
Bahrain_Grand_Prix,14,33,1,HARD,False,1,18.0
Bahrain_Grand_Prix,14,34,1,HARD,False,1,19.0
Bahrain_Grand_Prix,14,35,1,HARD,False,1,20.0
Bahrain_Grand_Prix,14,36,1,HARD,False,1,21.0
Bahrain_Grand_Prix,14,37,2,HARD,True,0,1.0
Bahrain_Grand_Prix,14,38,2,HARD,False,1,2.0
Bahrain_Grand_Prix,14,39,2,HARD,False,1,3.0
Bahrain_Grand_Prix,14,40,2,HARD,False,1,4.0
Bahrain_Grand_Prix,14,41,2,HARD,False,1,5.0
Bahrain_Grand_Prix,14,42,2,HARD,False,1,6.0
Bahrain_Grand_Prix,14,43,2,HARD,False,1,7.0
Bahrain_Grand_Prix,14,44,2,HARD,False,1,8.0
Bahrain_Grand_Prix,14,45,2,HARD,False,1,9.0
Bahrain_Grand_Prix,14,46,2,HARD,False,1,10.0
Bahrain_Grand_Prix,14,47,2,HARD,False,1,11.0
Bahrain_Grand_Prix,14,48,2,HARD,False,1,12.0
Bahrain_Grand_Prix,14,49,2,HARD,False,1,13.0
Bahrain_Grand_Prix,14,50,2,HARD,False,1,14.0
Bahrain_Grand_Prix,14,51,2,HARD,False,1,15.0
Bahrain_Grand_Prix,14,52,2,HARD,False,1,16.0
Bahrain_Grand_Prix,14,53,2,HARD,False,1,17.0
Bahrain_Grand_Prix,14,54,2,HARD,False,1,18.0
Bahrain_Grand_Prix,14,55,2,HARD,False,1,19.0
Bahrain_Grand_Prix,14,56,2,HARD,False,1,20.0
Bahrain_Grand_Prix,14,57,2,HARD,False,1,21.0
Bahrain_Grand_Prix,14,58,2,HARD,False,1,22.0
Bahrain_Grand_Prix,14,59,2,HARD,False,1,23.0
Bahrain_Grand_Prix,14,60,2,HARD,False,1,24.0
Bahrain_Grand_Prix,16,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,16,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,16,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,16,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,16,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,16,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,16,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,16,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,16,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,16,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,16,11,0,SOFT,False,1,11.0
Bahrain_Grand_Prix,16,12,0,SOFT,False,1,12.0
Bahrain_Grand_Prix,16,13,0,SOFT,False,1,13.0
Bahrain_Grand_Prix,16,14,0,SOFT,False,1,14.0
Bahrain_Grand_Prix,16,15,1,HARD,True,0,1.0
Bahrain_Grand_Prix,16,16,1,HARD,False,1,2.0
Bahrain_Grand_Prix,16,17,1,HARD,False,1,3.0
Bahrain_Grand_Prix,16,18,1,HARD,False,1,4.0
Bahrain_Grand_Prix,16,19,1,HARD,False,1,5.0
Bahrain_Grand_Prix,16,20,1,HARD,False,1,6.0
Bahrain_Grand_Prix,16,21,1,HARD,False,1,7.0
Bahrain_Grand_Prix,16,22,1,HARD,False,1,8.0
Bahrain_Grand_Prix,16,23,1,HARD,False,1,9.0
Bahrain_Grand_Prix,16,24,1,HARD,False,1,10.0
Bahrain_Grand_Prix,16,25,1,HARD,False,1,11.0
Bahrain_Grand_Prix,16,26,1,HARD,False,1,12.0
Bahrain_Grand_Prix,16,27,1,HARD,False,1,13.0
Bahrain_Grand_Prix,16,28,1,HARD,False,1,14.0
Bahrain_Grand_Prix,16,29,1,HARD,False,1,15.0
Bahrain_Grand_Prix,16,30,1,HARD,False,1,16.0
Bahrain_Grand_Prix,16,31,1,HARD,False,1,17.0
Bahrain_Grand_Prix,16,32,1,HARD,False,1,18.0
Bahrain_Grand_Prix,16,33,1,HARD,False,1,19.0
Bahrain_Grand_Prix,16,34,1,HARD,False,1,20.0
Bahrain_Grand_Prix,16,35,1,HARD,False,1,21.0
Bahrain_Grand_Prix,16,36,2,HARD,True,0,1.0
Bahrain_Grand_Prix,16,37,2,HARD,False,1,2.0
Bahrain_Grand_Prix,16,38,2,HARD,False,1,3.0
Bahrain_Grand_Prix,16,39,2,HARD,False,1,4.0
Bahrain_Grand_Prix,16,40,2,HARD,False,1,5.0
Bahrain_Grand_Prix,16,41,2,HARD,False,1,6.0
Bahrain_Grand_Prix,16,42,2,HARD,False,1,7.0
Bahrain_Grand_Prix,18,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,18,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,18,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,18,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,18,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,18,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,18,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,18,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,18,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,18,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,18,11,0,SOFT,False,1,11.0
Bahrain_Grand_Prix,18,12,0,SOFT,False,1,12.0
Bahrain_Grand_Prix,18,13,0,SOFT,False,1,13.0
Bahrain_Grand_Prix,18,14,0,SOFT,False,1,14.0
Bahrain_Grand_Prix,18,15,0,SOFT,False,1,15.0
Bahrain_Grand_Prix,18,16,0,SOFT,False,1,16.0
Bahrain_Grand_Prix,18,17,1,HARD,True,0,1.0
Bahrain_Grand_Prix,18,18,1,HARD,False,1,2.0
Bahrain_Grand_Prix,18,19,1,HARD,False,1,3.0
Bahrain_Grand_Prix,18,20,1,HARD,False,1,4.0
Bahrain_Grand_Prix,18,21,1,HARD,False,1,5.0
Bahrain_Grand_Prix,18,22,1,HARD,False,1,6.0
Bahrain_Grand_Prix,18,23,1,HARD,False,1,7.0
Bahrain_Grand_Prix,18,24,1,HARD,False,1,8.0
Bahrain_Grand_Prix,18,25,1,HARD,False,1,9.0
Bahrain_Grand_Prix,18,26,1,HARD,False,1,10.0
Bahrain_Grand_Prix,18,27,1,HARD,False,1,11.0
Bahrain_Grand_Prix,18,28,1,HARD,False,1,12.0
Bahrain_Grand_Prix,18,29,1,HARD,False,1,13.0
Bahrain_Grand_Prix,18,30,1,HARD,False,1,14.0
Bahrain_Grand_Prix,18,31,1,HARD,False,1,15.0
Bahrain_Grand_Prix,18,32,1,HARD,False,1,16.0
Bahrain_Grand_Prix,18,33,2,UNKNOWN,True,1,1.0
Bahrain_Grand_Prix,18,34,2,HARD,False,0,2.0
Bahrain_Grand_Prix,18,35,2,HARD,False,1,3.0
Bahrain_Grand_Prix,18,36,2,HARD,False,1,4.0
Bahrain_Grand_Prix,18,37,2,HARD,False,1,5.0
Bahrain_Grand_Prix,18,38,2,HARD,False,1,6.0
Bahrain_Grand_Prix,18,39,2,HARD,False,1,7.0
Bahrain_Grand_Prix,18,40,2,HARD,False,1,8.0
Bahrain_Grand_Prix,18,41,2,HARD,False,1,9.0
Bahrain_Grand_Prix,18,42,2,HARD,False,1,10.0
Bahrain_Grand_Prix,18,43,2,HARD,False,1,11.0
Bahrain_Grand_Prix,18,44,2,HARD,False,1,12.0
Bahrain_Grand_Prix,18,45,2,HARD,False,1,13.0
Bahrain_Grand_Prix,18,46,2,HARD,False,1,14.0
Bahrain_Grand_Prix,18,47,2,HARD,False,1,15.0
Bahrain_Grand_Prix,18,48,2,HARD,False,1,16.0
Bahrain_Grand_Prix,18,49,2,HARD,False,1,17.0
Bahrain_Grand_Prix,18,50,2,HARD,False,1,18.0
Bahrain_Grand_Prix,18,51,2,HARD,False,1,19.0
Bahrain_Grand_Prix,18,52,2,HARD,False,1,20.0
Bahrain_Grand_Prix,18,53,2,HARD,False,1,21.0
Bahrain_Grand_Prix,18,54,2,HARD,False,1,22.0
Bahrain_Grand_Prix,18,55,2,HARD,False,1,23.0
Bahrain_Grand_Prix,18,56,2,HARD,False,1,24.0
Bahrain_Grand_Prix,18,57,2,HARD,False,1,25.0
Bahrain_Grand_Prix,18,58,2,HARD,False,1,26.0
Bahrain_Grand_Prix,18,59,2,HARD,False,1,27.0
Bahrain_Grand_Prix,18,60,2,HARD,False,1,28.0
Bahrain_Grand_Prix,2,1,0,SOFT,True,0,1.0
Bahrain_Grand_Prix,2,2,0,SOFT,False,1,2.0
Bahrain_Grand_Prix,2,3,0,SOFT,False,1,3.0
Bahrain_Grand_Prix,2,4,0,SOFT,False,1,4.0
Bahrain_Grand_Prix,2,5,0,SOFT,False,1,5.0
Bahrain_Grand_Prix,2,6,0,SOFT,False,1,6.0
Bahrain_Grand_Prix,2,7,0,SOFT,False,1,7.0
Bahrain_Grand_Prix,2,8,0,SOFT,False,1,8.0
Bahrain_Grand_Prix,2,9,0,SOFT,False,1,9.0
Bahrain_Grand_Prix,2,10,0,SOFT,False,1,10.0
Bahrain_Grand_Prix,2,11,0,SOFT,False,1,11.0
Bahrain_Grand_Prix,2,12,0,SOFT,False,1,12.0
Bahrain_Grand_Prix,2,13,0,SOFT,False,1,13.0
Bahrain_Grand_Prix,2,14,1,SOFT,True,0,1.0
Bahrain_Grand_Prix,2,15,1,SOFT,False,1,2.0
Bahrain_Grand_Prix,2,16,1,SOFT,False,1,3.0
Bahrain_Grand_Prix,2,17,1,SOFT,False,1,4.0
Bahrain_Grand_Prix,2,18,1,SOFT,False,1,5.0
Bahrain_Grand_Prix,2,19,1,SOFT,False,1,6.0
Bahrain_Grand_Prix,2,20,1,SOFT,False,1,7.0
Bahrain_Grand_Prix,2,21,1,SOFT,False,1,8.0
Bahrain_Grand_Prix,2,22,1,SOFT,False,1,9.0
Bahrain_Grand_Prix,2,23,1,SOFT,False,1,10.0
Bahrain_Grand_Prix,2,24,1,SOFT,False,1,11.0
Bahrain_Grand_Prix,2,25,1,SOFT,False,1,12.0
Bahrain_Grand_Prix,2,26,1,SOFT,False,1,13.0
Bahrain_Grand_Prix,2,27,1,SOFT,False,1,14.0
Bahrain_Grand_Prix,2,28,1,SOFT,False,1,15.0
Bahrain_Grand_Prix,2,29,1,SOFT,False,1,16.0
Bahrain_Grand_Prix,2,30,1,SOFT,False,1,17.0
Bahrain_Grand_Prix,2,31,1,SOFT,False,1,18.0
Bahrain_Grand_Prix,2,32,1,SOFT,False,1,19.0
Bahrain_Grand_Prix,2,33,2,HARD,True,0,1.0
Bahrain_Grand_Prix,2,34,2,HARD,False,1,2.0
Bahrain_Grand_Prix,2,35,2,HARD,False,1,3.0
Bahrain_Grand_Prix,2,36,2,HARD,False,1,4.0
Bahrain_Grand_Prix,2,37,2,HARD,False,1,5.0
Bahrain_Grand_Prix,2,38,2,HARD,False,1,6.0
Bahrain_Grand_Prix,2,39,2,HARD,False,1,7.0
Bahrain_Grand_Prix,2,40,2,HARD,False,1,8.0
Bahrain_Grand_Prix,2,41,2,HARD,False,1,9.0
Bahrain_Grand_Prix,2,42,2,HARD,False,1,10.0
Bahrain_Grand_Prix,2,43,2,HARD,False,1,11.0
Bahrain_Grand_Prix,2,44,3,SOFT,True,0,1.0
Bahrain_Grand_Prix,2,45,3,SOFT,False,1,2.0
Bahrain_Grand_Prix,2,46,3,SOFT,False,1,3.0
Bahrain_Grand_Prix,2,47,3,SOFT,False,1,4.0
Bahrain_Grand_Prix,2,48,3,SOFT,False,1,5.0
Bahrain_Grand_Prix,2,49,3,SOFT,False,1,6.0
Bahrain_Grand_Prix,2,50,3,SOFT,False,1,7.0
Bahrain_Grand_Prix,2,51,3,SOFT,False,1,8.0
Bahrain_Grand_Prix,2,52,3,SOFT,False,1,9.0
Bahrain_Grand_Prix,2,53,3,SOFT,False,1,10.0
Bahrain_Grand_Prix,2,54,3,SOFT,False,1,11.0
Bahrain_Grand_Prix,2,55,3,SOFT,False,1,12.0
Bahrain_Grand_Prix,2,56,3,SOFT,False,1,13.0
Bahrain_Grand_Prix,2,57,3,SOFT,False,1,14.0
Bahrain_Grand_Prix,2,58,3,SOFT,False,1,15.0
Bahrain_Grand_Prix,2,59,3,SOFT,False,1,16.0
Bahrain_Grand_Prix,2,60,3,SOFT,False,1,17.0
Bahrain_Grand_Prix,20,1,0,HARD,True,0,1.0
Bahrain_Grand_Prix,20,2,0,HARD,False,1,2.0
Bahrain_Grand_Prix,20,3,0,HARD,False,1,3.0
Bahrain_Grand_Prix,20,4,0,HARD,False,1,4.0
Bahrain_Grand_Prix,20,5,0,HARD,False,1,5.0
Bahrain_Grand_Prix,20,6,0,HARD,False,1,6.0
Bahrain_Grand_Prix,20,7,0,HARD,False,1,7.0
Bahrain_Grand_Prix,20,8,0,HARD,False,1,8.0
Bahrain_Grand_Prix,20,9,0,HARD,False,1,9.0
Bahrain_Grand_Prix,20,10,0,HARD,False,1,10.0
Bahrain_Grand_Prix,20,11,0,HARD,False,1,11.0
Bahrain_Grand_Prix,20,12,0,HARD,False,1,12.0
Bahrain_Grand_Prix,20,13,0,HARD,False,1,13.0
Bahrain_Grand_Prix,20,14,0,HARD,False,1,14.0
Bahrain_Grand_Prix,20,15,0,HARD,False,1,15.0
Bahrain_Grand_Prix,20,16,0,HARD,False,1,16.0
Bahrain_Grand_Prix,20,17,1,UNKNOWN,True,1,1.0
Bahrain_Grand_Prix,20,18,1,UNKNOWN,False,1,2.0
Bahrain_Grand_Prix,20,19,1,UNKNOWN,False,1,3.0
Bahrain_Grand_Prix,20,20,1,UNKNOWN,False,1,4.0
Bahrain_Grand_Prix,20,21,1,UNKNOWN,False,1,5.0
Bahrain_Grand_Prix,20,22,1,UNKNOWN,False,1,6.0
Bahrain_Grand_Prix,20,23,1,UNKNOWN,False,1,7.0
Bahrain_Grand_Prix,20,24,1,UNKNOWN,False,1,8.0
Bahrain_Grand_Prix,20,25,1,UNKNOWN,False,1,9.0
